game_date,home_win,net_ortg_diff,net_drtg_diff,net_efficiency_margin,home_rest_advantage,form_diff,injury_impact_diff
2021-10-18 00:00:00,1,12.02260855444311,9.397417571232182,2.6251909832109277,0,-0.04468083564694725,0.0
2021-10-18 06:00:00,1,3.6106035480415812,8.521717680741176,-4.911114132699595,1,-0.18541535899930744,-0.7259895620466836
2021-10-18 12:00:00,1,5.306470357611687,7.20375047854894,-1.8972801209372534,1,-0.38789515754408355,-1.37146014709215
2021-10-18 18:00:00,1,-1.823289004660836,-6.972509361103164,5.149220356442328,-1,-0.14809515651071337,-0.5636210032186675
2021-10-19 00:00:00,1,-3.953532496285476,0.29363939091713576,-4.247171887202612,1,0.22787838254721693,0.0
2021-10-19 06:00:00,0,5.506723060753558,-9.964310306241487,15.471033366995044,0,-0.04674349553144569,0.0
2021-10-19 12:00:00,1,5.465882630448775,0.59276632893814,4.873116301510635,1,-0.23968501298759617,0.0
2021-10-19 18:00:00,1,11.573693590456372,12.828149714517437,-1.2544561240610648,2,0.07161261556924181,0.0
2021-10-20 00:00:00,0,-7.760827199110125,-4.174585053100941,-3.586242146009184,-1,0.06737514368734887,0.0
2021-10-20 06:00:00,1,5.068423477019223,9.925905000062357,-4.857481523043134,-1,0.2526650415776285,0.0
2021-10-20 12:00:00,0,-1.8489075203664527,2.0023717390908473,-3.8512792594573,2,0.24780417183559422,0.0
2021-10-20 18:00:00,1,-8.957632005562246,-8.724312233048067,-0.23331977251417868,0,-0.34851771839466394,-0.29807825635246166
2021-10-21 00:00:00,1,7.645629200751429,-13.602287124877577,21.247916325629006,1,-0.10419078925074066,-1.1030976245987147
2021-10-21 06:00:00,0,-2.580810297724028,-4.726853929209426,2.146043631485398,0,-0.33204994370364116,0.0
2021-10-21 12:00:00,1,-5.706592530835138,-3.4646480487196243,-2.241944482115514,0,0.1264980561872513,0.0
2021-10-21 18:00:00,0,-8.00333190130145,-0.5781807984238583,-7.425151102877592,1,-0.573494018495057,-2.340964848352985
2021-10-22 00:00:00,0,2.532574775712092,-19.395947118215204,21.928521893927297,-1,-0.15486463670526324,0.0
2021-10-22 06:00:00,1,15.73201465352922,-4.6453833840547105,20.37739803758393,0,-0.21795409957001477,0.0
2021-10-22 12:00:00,0,-2.2843260855610623,-0.23575629121634734,-2.048569794344715,-1,-0.3438482882469144,0.0
2021-10-22 18:00:00,0,-9.820222506231062,-1.490237996745904,-8.329984509485158,2,-0.327184695810117,0.0
2021-10-23 00:00:00,0,1.3269350959136261,-0.30409932181046884,1.631034417724095,1,-0.1767818726449697,8.938573988412017
2021-10-23 06:00:00,1,1.186925307994315,6.044195271167013,-4.857269963172698,-1,0.11373460227230048,0.0
2021-10-23 12:00:00,0,2.3947740590196247,-17.638940273230403,20.033714332250028,1,-0.2634721794474888,0.0
2021-10-23 18:00:00,1,-12.89324460234603,5.780901601562405,-18.674146203908435,0,0.5233785182006714,0.0
2021-10-24 00:00:00,1,6.626794875851189,1.8252981857306168,4.8014966901205725,0,-0.2633572031571532,-0.6082719931067315
2021-10-24 06:00:00,1,2.497216824464374,2.8904530605306036,-0.3932362360662296,1,0.025593542630963917,0.0
2021-10-24 12:00:00,0,-6.707087336736805,-7.540153994232909,0.8330666574961043,1,0.30127982374957385,0.0
2021-10-24 18:00:00,1,-0.3676035146968104,12.891072020404948,-13.258675535101759,-1,0.16001401959420336,0.0
2021-10-25 00:00:00,1,-0.4541599836396131,11.303903249108728,-11.758063232748341,0,-0.3087482058588247,-0.9057960784275252
2021-10-25 06:00:00,1,-1.630673807495583,-0.46164857148799854,-1.1690252360075846,0,0.14483168456846113,0.5383696392011466
2021-10-25 12:00:00,1,9.433103705917958,8.109494650730497,1.323609055187461,-1,-0.5399235250350574,-0.5845177200123364
2021-10-25 18:00:00,1,12.552632984213929,0.9263774429426945,11.626255541271235,0,0.07183739411526924,0.0
2021-10-26 00:00:00,1,-2.3350296864620077,-0.06660672745748286,-2.268422959004525,1,0.4873822721055403,0.0
2021-10-26 06:00:00,0,-0.37708447350611607,-1.4451394291112223,1.0680549556051062,-1,0.20848731480176352,0.0
2021-10-26 12:00:00,1,3.817803452567958,6.987374373328237,-3.169570920760279,0,-0.13057248513290204,-0.48247244395988903
2021-10-26 18:00:00,1,-8.338580753868598,1.6298504546699206,-9.968431208538519,0,0.08215249527511717,0.0
2021-10-27 00:00:00,0,2.757063979312605,-4.147600887110684,6.904664866423289,0,0.09206797361103902,-6.710373027700671
2021-10-27 06:00:00,1,-10.65066947438173,15.209573414528037,-25.860242888909767,0,0.265330902585239,0.0
2021-10-27 12:00:00,0,-1.8272674180690984,-0.231048121174652,-1.5962192968944464,0,0.13122865457874333,0.0
